TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
edu.ncsu.csc326.coffeemaker.Inventory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9270463170993648,403,384
